id,sentence,intent
1771,ممكن استفسر عن سعر تكت,ticket_price_inquiry
1772,صباح الخير شو سعر تذكرة من مسقط ل دمشق,ticket_price_inquiry
1777,هل يمكنني ان اعرف سعر التيكت في تاريخ ١٨/٤ ذخب واياب من الشارقة الى اللاذقية(ذهاب واياب من الشارقة الى اللاذقية),ticket_price_inquiry
1785,تكلفت حجز من بيروت إلى قامشلي,ticket_price_inquiry
1794,كم كلفة الطيران من حلب إلى أرمينيا؟ أو من الشام إلى أرمينيا لشخصين,ticket_price_inquiry
1803,سعر تذكره رحله  سوريا عا اجنحه الشام,ticket_price_inquiry
1806,سعر تكت من دمشق لدبي,ticket_price_inquiry
1832,ممكن سعر التذكره من بغداد الى دمشق يوم ٢٠-٣-٢٠٢٣,ticket_price_inquiry
1876,سعر التذكرة لطفا ذهاب فقط,ticket_price_inquiry
1907,يعطيكن العافية بدي اسأل كم تذكرة الطيارة الى ليبيا بنغازي,ticket_price_inquiry
1915,م تكلفة الشخص البالغ مع ثلاثة اطفال تقريبا الاطفال من 4 سنوات الى,ticket_price_inquiry
1941,لو سمحت سعرة تذكرة من دمشق للكويت خلال هالاسبوعين ذهاب و اياب ؟,ticket_price_inquiry
1947,يمكن معرف سعر تذكرة طيران,ticket_price_inquiry
1953,سعر تكت الطيران من اربيل الى دمشق,ticket_price_inquiry
1959,كم تكلفة تذكرة السفر إلى اربيل,ticket_price_inquiry
1961,كم تكلفة تذكرة السفر إلى اربيل الرجاء الرد,ticket_price_inquiry
1964,تكت ذهاب اياب من الشارقة الى دمشق وبالعكس .. من 30-4الى 21-5 كم السعر ؟,ticket_price_inquiry
1973,سعر تكت من بيروت الى دمشق,ticket_price_inquiry
1987,تمت طيران ذهاب اياب اديش تكلفه هل ايام من الامارات لسوريا وغوده من سوريا لل امارات,ticket_price_inquiry
1996,لو سمحت بدي اسأل حضرتك كم سعر الحجز بتاريخ 28 /4 والعودة بعد شهر ونصف,ticket_price_inquiry
2017,كم ثمن البطاقة ذهاب واياب ارييل حلب اربيل 29اذار,ticket_price_inquiry
2020,سعر التذكرة يوم الثلاثاء,ticket_price_inquiry
2042,كم سعر الحجز تذكره الدرجه السياحيه,ticket_price_inquiry
2069,كم سعر التذكرة ذهابا واياب من دمشق إلى الشارقه,ticket_price_inquiry
2075,اديش سعر التذكره,ticket_price_inquiry
2079,سعر العذكرة من مطار القاهرة الى مطار حلب ذهاب فقط,ticket_price_inquiry
2084,كم سعر البطاقة من موسكو الى الاذقية ذهاب اياب,ticket_price_inquiry
2109,ما اسعار التذاكر من ابو ظبي لدمشق,ticket_price_inquiry
2116,وقديش سعر التذكره ذهاب اياب من مطار حلب لمطار الشارقه,ticket_price_inquiry
2120,ما هي تكلفة التذكرة الواحدة؟,ticket_price_inquiry
2124,كم سعر تذكرة دمشق موسكو دمشق,ticket_price_inquiry
2138,ما تكلفة الرحة الى السعودة,ticket_price_inquiry
2150,واديش سعر التذكره ذهاب واياب,ticket_price_inquiry
2151,سعر تذكرة الطيران من دمشق الى ابو ظبي,ticket_price_inquiry
2155,مسا الخير .. اديه سعر التذكرة من مطار حلب إلى مطار الشارقة ذهاب و عودة .. ؟ وشكرا,ticket_price_inquiry
2171,كم سعر التذكره من الرياض الى القامشلي,ticket_price_inquiry
2186,بدي اعرف اسعار الرحل لموسكو او ماليزيا لشخصين,ticket_price_inquiry
2189,ممكن تعطيني كم السعر للحجز تذكرة من الشام للبنان,ticket_price_inquiry
2195,اديش من الشام للبنان,ticket_price_inquiry
2221,السلام عليكم ممكن نعرف سعر التذكرة لمصر,ticket_price_inquiry
2224,كم سعر تاريخ 15 اربعه عل مطار دمشق,ticket_price_inquiry
2226,السلام عليكم ممكن اعرف تكلفة الحجز من دمشق الى النجف أو إلى بغداد,ticket_price_inquiry
2233,ممكن سعر تذاكر السفر الى اربيل لشخصين بالغين وطفلان,ticket_price_inquiry
2237,بدي احجز على أربيل شو سعر التذكرة ذهاب فقط,ticket_price_inquiry
2248,ممكن اعرف سعر التكت,ticket_price_inquiry
2269,رحلة من الشارقة ل مطار دمشق بي 10 الشهر ذهاب و إياب كم سعر التذكرة,ticket_price_inquiry
2285,عفوا رحلة الشارقة - حلب في تاريخ 12 الشهر القادم نيسان ذهاب فقط كم التكلفة على الدولار؟,ticket_price_inquiry
2289,بعد اذنكم شو سعر تذكرة الطيران لبغداد,ticket_price_inquiry
2299,معلم بدي اطلع من دمشق على مسقط  ممكن اعرف سعر التذكرة,ticket_price_inquiry
2305,اريد معرفة تكلفة التذكرة الى اربيل لاربع اشخاص بينهم طفلان,ticket_price_inquiry
2306,ممكن اعرف الرحلة من اللاذقيه عالشارقه شو بتكلف,ticket_price_inquiry
2325,دهاب من ليبيا الى سوريا كم التكلفة,ticket_price_inquiry
